,Age,Artists,Best number of players,Categories,Designer,Family,Mechanisms,Name,Number of players,Playing time,Publishers,Rating,Weight,Year
1597,12+,['Bob Ross'],— Best: 3,"['Card Game', 'Movies / TV / Radio theme']",['Prospero Hall'],"['Visual Arts', 'Visual Arts: Painting']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Set Collection']",Bob Ross: Art of Chill Game,2–4,30,['Big G Creative'],6.9,1.75,2017
1598,8+,"['Irene Bressel', 'Marcin Makowski']",— Best: 6–7,"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game']",['佐藤 雄介 (Yusuke Sato)'],['Archaeology'],"['Team-Based Game', 'Traitor Game']",Tempel des Schreckens,3–10,15,"['Lucrum Games', 'Schmidt Spiele']",7.1,1.16,2016
1599,10+,"['Vincent Dutrait', 'Peter Gifford']",— Best: 4,"['Ancient', 'Civilization', 'Dice', 'Fantasy', 'Mythology', 'Prehistoric', 'Science Fiction']","['Galen Ciscell', 'Brent Dickman']","['Atlantis', 'Crowdfunding: Kickstarter', 'Solitaire Games']","['Cooperative Game', 'Dice Rolling', 'Push Your Luck', 'Variable Player Powers', 'Worker Placement']",Atlantis Rising (Second Edition),1–7,60–120,['Elf Creek Games'],8.1,2.41,2019
1600,10+,['Sabrina Miramon'],— Best: 2,"['City Building', 'Medieval']",['Frédéric Henry'],['The Builders'],"['Action Points', 'Card Drafting', 'Set Collection']",The Builders: Middle Ages,2–4,30,"['Asmodee', 'Asterion Press', 'Bombyx', 'Gém Klub Kft.', 'GoKids 玩樂小子', 'Rebel']",6.5,1.79,2013
1601,12+,"['Conceptopolis', 'Thomas Deeny', 'Andrew Hepworth', 'Daniel Vendrell Oduber', 'Florian Stitz']",— Best: none,"['Card Game', 'Fantasy', 'Fighting', 'Horror']",['David Gregg'],['Nightfall'],"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Pattern Building', 'Take That', 'Variable Player Powers']",Nightfall,2–5,45,"['Alderac Entertainment Group', 'Galmadrin', 'IELLO', 'Pegasus Spiele']",6.5,2.64,2011
1602,12+,"['Rodger B. MacGowan', 'Kurt Miller', 'Chechu Nieto']",— Best: 4,"['Ancient', 'Medieval', 'Political', 'Wargame']","['Morgane Gouyon-Rety', 'Volko Ruhnke']","['Ancient: Rome', 'Country: Great Britain', 'GMT COIN Series', 'History: Barbarian migrations and invasions', 'The Legend of King Arthur and the Knights of the Round Table', 'Solitaire Games', 'Solitaire Wargames']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers']",Pendragon: The Fall of Roman Britain,1–4,60–360,['GMT Games'],8.0,4.29,2017
1603,10+,['N/A'],— Best: 4,['Card Game'],['(Uncredited)'],"['Card Games: Outplay Games', 'Tiledeck', 'Traditional Card Games']","['Auction/Bidding', 'Team-Based Game', 'Trick-taking']",Spades,4,60,"['(Public Domain)', 'Fundex']",6.7,2.04,1938
1604,12+,"['Tom Dalgliesh', 'Mark Mahaffey', 'Leona Preston']",— Best: 2,"['Civil War', 'Medieval', 'Wargame']","['Tom Dalgliesh', 'Jerry Taylor']","['Block wargames', 'Country: England', 'History: Wars of the Roses']","['Area Movement', 'Area-Impulse', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Secret Unit Deployment', 'Simultaneous Action Selection']",Richard III: The Wars of the Roses,2,120,['Columbia Games'],7.4,2.64,2009
1605,––,['Peter Sarrett'],"— Best: 6, 8","['Humor', 'Party Game']",['Peter Sarrett'],"[""Time's Up!""]","['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']",Time's Up! Edición Amarilla,4–12,30,"['Asmodee', 'Crómola', 'Morapiaf', 'Rebel', 'Repos Production']",7.4,1.12,2008
1606,14+,"['Simon Eckert', 'Tony Foti']",— Best: 4,"['Dice', 'Medieval']",['Reiner Knizia'],"['Asian Theme', 'Country: Japan']","['Dice Rolling', 'Push Your Luck', 'Set Collection', 'Take That']",Age of War,2–6,15–30,"['Arclight', 'cutia.ro', 'Edge Entertainment', 'Fantasy Flight Games', 'Giochi Uniti', 'Heidelberger Spieleverlag', 'Precisamente']",6.4,1.11,2014
1607,13+,['Eric Sabee'],— Best: 2,"['Card Game', 'Fantasy']",['Justin Gary'],"['Ascension Deck Building Game', 'Solitaire Games']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']",Ascension: Darkness Unleashed,1–2,30,"['Marabunta', 'Stone Blade Entertainment']",7.5,2.32,2013
1608,8+,"['Cyrille Daujean', 'Julien Delval']",— Best: 3,['Trains'],['Alan R. Moon'],"['Cities: London (England)', 'Ticket to Ride']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']",Ticket to Ride: London,2–4,10–15,"['Days of Wonder', 'Galápagos Jogos']",7.3,1.18,2019
1609,6+,"['Franz Vohwinkel', 'Heiko Günther', 'Yusuke Mamada']",— Best: 4,['Card Game'],['Reiner Knizia'],"['Animals: Fleas', 'Circus', 'Crowdfunding: Kickstarter', 'The Mike Line']","['Card Drafting', 'Push Your Luck', 'Set Collection']",Circus Flohcati,2–5,15,"['Süddeutsche Zeitung', 'ABACUSSPIELE', 'AMIGO', 'Grail Games', 'New Games Order, LLC', ""OPEN'N PLAY"", 'Play Smart', 'Rio Grande Games', 'TWOPLUS Games', 'University Games']",6.6,1.23,1998
1610,13+,"['Tim Allen', 'Vinh Ha']",— Best: 1,"['Horror', 'Zombies']",['Hermann Luttmann'],"['Solitaire Games', 'Tower Defense', 'Victory Point Games States of Siege Series']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']",Dawn of the Zeds (Second edition),1,45–90,['Victory Point Games'],7.9,3.12,2013
1611,6+,['Gary Keane'],— Best: 2,"['Action / Dexterity', 'Sports']",['Peter Adolph'],"['Finger Flicking Games', 'Sports: Football / Soccer', 'Subbuteo']","['Flicking', 'Simulation']",Subbuteo,2,20,"['Subbuteo Sports Games, LTD', 'Borras Plana S.A.', 'Es-Es-Es', 'FT Champs', 'Hasbro', 'Jokari', 'Jumbo', 'Milton Bradley', 'Replay HW', 'Top Spin', 'Waddingtons']",6.9,1.85,1947
1612,10+,['Mike Doyle (I)'],— Best: 4,"['Economic', 'Renaissance', 'Travel']","['Wolfgang Kramer', 'Horst-Rainer Rösner']","['Admin: Better Description Needed!', 'Quined Master Print Edition Series']","['Area Majority / Influence', 'Point to Point Movement']",El Capitán,2–5,75,"['Quined White Goblin Games', 'Pro Ludo', 'Ystari Games', 'Z-Man Games, Inc.']",6.8,2.91,2007
1613,8+,['Chris Beatrice'],— Best: 3,"['Adventure', 'Card Game', 'Dice', 'Fantasy']",['Darren Kisgen'],"['Animals: Dragons', 'Mensa Select']","['Dice Rolling', 'Hand Management', 'Set Collection']",Dragonwood,2–4,20,"['AURUM, Inc.', 'Game Factory', 'Gamewright', 'Hobby World', 'Reflexshop', 'White Goblin Games']",6.8,1.48,2015
1614,13+,"['Martin Hoffmann', 'Claus Stephan', 'Mirko Suzuki']",— Best: 2,"['Farming', 'Transportation']",['Chris Handy'],"['Country: Italy', 'Farming']","['Action Points', 'Pick-up and Deliver', 'Set Collection']",Cinque Terre,2–5,60,['Rio Grande Games'],7.0,2.36,2013
1615,8+,['Franz Vohwinkel'],— Best: 4,"['Action / Dexterity', 'Dice']",['Dieter Nüßle'],['Ravensburger Einfach Spielen'],"['Dice Rolling', 'Push Your Luck']",Strike,2–5,15,"['Ravensburger Spieleverlag GmbH', 'Super-Pauli']",6.8,1.05,2012
1616,12+,"['Noboru Sugiura', 'Chema Vicente']",— Best: 4,"['Card Game', 'Fantasy']",['Seiji Kanai'],['N/A'],"['Set Collection', 'Trick-taking']",Chronicle,3–6,30,"['Kanai Factory', 'Ediciones Primigenio', 'F2Z Digital Media Inc.', 'Filosofia Éditions', 'Japon Brand', 'Z-Man Games, Inc.']",6.8,1.99,2009
1617,12+,['N/A'],— Best: 4,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Science Fiction']",['Jervis Johnson'],"['Campaign Games', 'Dungeon Crawler', 'Warhammer 40,000 Board Games']","['Cooperative Game', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",Warhammer Quest: Blackstone Fortress,1–5,120–180,['Games Workshop Ltd.'],8.1,3.00,2018
1618,12+,"[""Alan D'Amico"", 'Maichol Quinto', 'Demis Savini']",— Best: 4,"['Dice', 'Fantasy', 'Horror', 'Novel-based']","['Andrea Chiarvesio', 'Gianluca Santopietro']",['Cthulhu Mythos'],"['Dice Rolling', 'Worker Placement']",Kingsport Festival,3–5,90,"['Black Monk', 'Devir', 'Giochi Uniti', 'Hobby Japan', 'Hobby World', 'IELLO', 'KOSMOS', 'Passport Game Studios', 'Sir Chester Cobblepot', 'Stratelibri']",6.7,2.63,2014
1619,10+,"['Klemens Franz', 'Scott Hartman']",— Best: none,"['Economic', 'Farming', 'Territory Building']",['Jeffrey D. Allers'],['Country: Spain'],['Tile Placement'],Citrus,2–5,60,"['dlp games', 'Tasty Minstrel Games']",7.1,2.52,2013
1620,10+,"['Jakub Fajtanowski', 'Ewa Kostorz', 'Aleksandar Mihajlovic', 'Rafał Szyma']",— Best: 2,"['Fantasy', 'Fighting']",['Michał Oracz'],['N/A'],"['Hand Management', 'Hexagon Grid', 'Player Elimination', 'Team-Based Game', 'Tile Placement', 'Variable Player Powers']",Monolith Arena,2–4,30–45,"['Portal Games', 'IELLO', 'Pegasus Spiele']",7.9,2.56,2018
1621,10+,"['(Uncredited)', 'Kinetic']",— Best: 4,"['Deduction', 'Puzzle']","['Robert Abbott', 'Alex Randolph']",['Headband deduction games'],['Paper-and-Pencil'],Code 777,2–5,60,"['Chieftain Products', 'DiceTree Games', 'Jumbo', 'King International', 'Stronghold Games']",6.7,2.33,1985
1622,12+,['Arnaud Demaegd'],— Best: 4,"['Ancient', 'Civilization']",['Emanuele Ornella'],"['Ancient: Mesopotamia', 'Middle Eastern Theme', 'Rivers: Euphrates', 'Rivers: Tigris', 'Ystari originals']","['Auction/Bidding', 'Card Drafting', 'Hand Management', 'Worker Placement']",Assyria,2–4,45–90,"['Ystari Games', 'Rio Grande Games']",6.9,3.01,2009
1623,12+,"['Gabrielle Levion', 'Chris Quilliams']",— Best: none,"['Card Game', 'Fighting', 'Medieval']",['Richard James'],['Country: Scotland'],['Hand Management'],Lords of Scotland,2–5,35,"['Evertide Games', 'Z-Man Games, Inc.', 'Arclight', 'Conclave Editora', 'Filosofia Éditions']",6.8,1.94,2010
1624,12+,['Claus Stephan'],— Best: 4,['Renaissance'],['Matthias Cramer'],['N/A'],"['Area Majority / Influence', 'End Game Bonuses', 'I Cut, You Choose', 'Turn Order: Stat-Based']",Dynasties: Heirate & Herrsche,3–5,60–90,"['Hans im Glück', 'White Goblin Games', 'Z-Man Games, Inc.']",7.2,3.06,2016
1625,12+,['N/A'],"— Best: 2, 4","['Science Fiction', 'Wargame']",['Michael Gray'],"['Country: USA', 'Gamemaster Series', 'History: Alternate History']","['Area Movement', 'Dice Rolling']",Fortress America,2–4,180,['Milton Bradley'],6.7,2.64,1986
1626,10+,['Marc Margielsky'],— Best: 4,['N/A'],['Stefan Feld'],"['Cities: York (England)', 'Stronghold Games: The Great Designers Series', 'Vikings']","['Auction/Bidding', 'Auction: Dutch Priority', 'Worker Placement']",Jórvík,2–5,45–90,"['Conclave Editora', 'Ediciones MasQueOca', 'eggertspiele', 'hobbity.eu', 'Hobby Japan', 'Lautapelit.fi', 'Pegasus Spiele', 'Piatnik', 'Stronghold Games', 'uplay.it edizioni']",6.9,2.51,2016
1627,10+,['Andrea Boekhoff'],— Best: 3,['Ancient'],"['Johannes Ackva', 'Max Gabrian']","['Ancient: Rome', 'History: Roman Civil Wars', 'Region: Mediterranean Sea']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Pick-up and Deliver']",The End of the Triumvirate,2–3,60–90,"['Lookout Games', 'Z-Man Games, Inc.']",6.8,2.73,2005
1628,12+,['Antonio Dessi'],— Best: 4–5,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical', 'Transportation']",['Giancarlo Fioretti'],"['Admin: Better Description Needed!', 'Ancient: Rome', 'Cities: Istanbul (Turkey)', 'Country: Turkey', 'History: Byzantium', 'Tableau Building']","['Auction/Bidding', 'Commodity Speculation']",Constantinopolis,2–5,90,"['Edge Entertainment', 'Fantasy Flight Games', 'Heidelberger Spieleverlag', 'Homo Ludens', 'Stratelibri']",6.9,3.12,2010
1629,12+,['Dmitry Burmak'],"— Best: 2, 4","['Book', 'Dice', 'Fantasy', 'Fighting', 'Miniatures']",['Joseph McCullough'],['Frostgrave: Fantasy Wargames in the Frozen City'],"['Action Points', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']",Frostgrave,2–8,60–120,"['HT Publishers', 'Osprey Games']",8.2,2.73,2015
1630,10+,['Michael Menzel'],— Best: 2,"['Card Game', 'Economic']",['Rüdiger Dorn'],"['Continent: Africa', 'Jambo', 'Kosmos two-player series']","['Action Points', 'Hand Management', 'Set Collection']",Asante,2,40,"['cosaic', 'Filosofia Éditions', 'KOSMOS', 'Ludonova', 'White Goblin Games', 'Z-Man Games, Inc.']",6.9,2.00,2013
1631,10+,"['Patrick Rennwanz', 'Claus Stephan']",— Best: 4,"['Card Game', 'Mafia']",['Donald X. Vaccarino'],"['Crowdfunding: Kickstarter', 'Queen Yellow Wave Box Series', 'Tableau Building']","['Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",Greed,2–5,30,"['Queen Games', 'Rebel']",6.7,2.00,2014
1632,8+,"['Toby Allen', 'Sören Meding', 'Michaela Zaoralová']",— Best: 5–6,"['Action / Dexterity', 'Humor', 'Party Game', 'Real-time']",['Vlaada Chvátil'],['Drawing Games'],"['Line Drawing', 'Paper-and-Pencil']",Pictomania (Second Edition),3–6,20–40,"['Cranio Creations', 'Czech Games Edition', 'Devir', 'DiceTree Games', 'GaGa Games', 'Gém Klub Kft.', 'Hobby Japan', 'Lex Games', 'Rebel', 'White Goblin Games']",7.7,1.33,2018
1633,9+,['Christof Tisch'],— Best: 5–6,"['Nautical', 'Racing', 'Sports']",['Corné van Moorsel'],['N/A'],"['Dice Rolling', 'Modular Board']",Powerboats,2–6,60,['Cwali'],6.7,1.69,2008
1634,12+,['David Pentland'],— Best: 2,"['Wargame', 'World War II']","['Craig Besinque', 'Tom Dalgliesh']","['Block wargames', 'Columbia Front Series II', 'Country: Russia', 'Country: Soviet Union']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']",EastFront II,2,240,['Columbia Games'],8.0,3.51,2006
1635,10+,['Dennis Lohausen'],— Best: none,"['Mythology', 'Territory Building']","['Martin Kallenborn', 'Matthias Prinz']","['Admin: Better Description Needed!', 'Tableau Building']","['Action Points', 'Tile Placement', 'Variable Phase Order']",Helios,2–4,60,"['Filosofia Éditions', 'Hans im Glück', 'Z-Man Games, Inc.']",6.8,2.85,2014
1636,14+,"['Anna Christenson', 'Jacob Glaser', 'Henning Ludvigsen']",— Best: 3–4,"['Adventure', 'Exploration', 'Fantasy', 'Medieval']","['Jakob Bonds', 'Gustav Bonds', 'Dan Glimne']","['Components: Miniatures', 'Drakborgen']","['Area Movement', 'Card Drafting', 'Dice Rolling', 'Network and Route Building', 'Player Elimination', 'Push Your Luck', 'Rock-Paper-Scissors', 'Role Playing']",DungeonQuest Revised Edition,1–4,60,"['Fantasy Flight Games', 'Arclight', 'Edge Entertainment', 'Heidelberger Spieleverlag', 'Wargames Club Publishing']",7.1,1.97,2014
1637,10+,"['Juliet Breese', 'Mike Doyle (I)']",— Best: 3,"['Farming', 'Medieval', 'Territory Building']",['Richard Breese'],"['Key-series', 'Quined Master Print Edition Series']","['Auction/Bidding', 'Set Collection', 'Tile Placement', 'Worker Placement']",Key Harvest,2–4,90,"['R&D Games', 'ABACUSSPIELE', 'Quined White Goblin Games', 'Rio Grande Games']",6.8,3.04,2007
1638,10+,['Michael Perry'],— Best: 3,"['Card Game', 'Medieval']",['Hope S. Hwang'],['Guildhall'],"['Hand Management', 'Set Collection', 'Take That']",Guildhall: Job Faire,2–4,30–45,"['Alderac Entertainment Group', 'Pegasus Spiele']",7.2,2.18,2013
1639,8+,"['(Uncredited)', 'Sławek Wiechowski']",— Best: 4,"['Abstract Strategy', 'Card Game', 'Number']",['Ephraim Hertzano'],"['Cadaco Senior Series', 'Card Games: Draw and Discard Games', 'Card Games: Exchange Games', 'Rummikub', 'Rummy Games', 'Shedding Games', 'Traditional Card Games', 'Unser Lieblingsspiel']","['Melding and Splaying', 'Set Collection']",Rummikub,2–4,60,"['(Unknown)', 'Alga', 'Arxon', 'Bello Games New York, Inc.', 'Bookmark Verlag', 'Brain Games Germany', 'Brio AB', 'Broadway Toys LTD', 'Cadaco', 'Cardinal', 'Carlit', 'Casper', 'Cayro Juegos', 'Coneways', 'Crown & Andrews Ltd.', 'Dal Negro', 'danspil', 'Desyllas Games', 'Dujardin', 'Espenlaub', 'Falomir Juegos', 'Fame Products', 'Fjarðarfell', 'Fortuna Games', 'Fun Connection', 'Game Design', 'Goliath B.V. (Board Game)', 'Grow Jogos e Brinquedos', 'Hansa Toy Co.', 'Hasbro', 'HEMA', 'Hertzano Ltd.', 'Ideal', 'Intelli', 'Joker', 'Jumbo', 'Kärnan', 'Kawada, Co. Ltd', 'Kingstone International', 'Kod Kod', 'Lamda Limited', 'Lastentuotetukku KY', 'Lemada Light Industries', 'Lifetime Educational Games', 'M & G Pacific Toys, Inc', 'Masudaya Corp', 'Nordic Games GmbH', 'Orangutan Games', 'Parker Brothers', 'Pavilion', 'Peri Spiele', 'Piatnik', 'Playtoy Industries', 'Pressman Toy Corp.', 'Ravensburger Spieleverlag GmbH', 'Schmidt International', 'Schmidt Spiele', 'Selchow & Righter', 'Selecta Spel en Hobby', 'Shelbud Products Corp.', ""Spear's Games"", 'Spin Master Ltd.', 'Sterling Games', 'Studio100', 'Tactic', 'TM Toys', 'TOMA Sp. z o.o.', 'Tomy', 'Toy Club', 'Waddingtons', 'Weico Produkte GmbH', 'Western Publishing Company', 'Wood Expressions', 'Yangxin Industrial Company Limited']",6.4,1.76,1977
1640,13+,['Chris Quilliams'],— Best: 2,"['Bluffing', 'Card Game', 'Fantasy', 'Mythology']",['Richard Borg'],['Vikings'],"['Action Points', 'Hand Management', 'Secret Unit Deployment']",Thunder & Lightning,2,40,"['Filosofia Éditions', 'Z-Man Games, Inc.']",7.3,1.81,2016
1641,10+,['Michael Menzel'],— Best: 4,"['Action / Dexterity', 'Economic']",['Marco Teubner'],['N/A'],['Set Collection'],Safranito,2–4,30–45,['Zoch Verlag'],6.9,1.74,2010
1642,14+,['N/A'],— Best: 4,"['Dice', 'Economic', 'Fighting', 'Medieval', 'Territory Building', 'Wargame']",['Austin Rucker'],"['Components: Miniatures', 'Continent: Europe', 'Risk', 'Risk (Official)']","['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Player Elimination']",Risk Europe,2–4,45–180,['Hasbro'],7.5,2.73,2015
1643,8+,"['Fast Forward Design', 'Pixel Productions Inc.']",— Best: 4–5,['Abstract Strategy'],['Kory Heath'],['N/A'],"['Area Majority / Influence', 'Enclosure', 'Hand Management', 'Tile Placement']",Blockers!,2–5,30–40,"['AMIGO', 'Arclight', 'Bard Centrum Gier', 'Briarpatch', 'Eagle-Gryphon Games', 'Funagain', 'Jolly Thinkers', 'Jumping Turtle Games']",6.7,1.71,2007
1644,10+,['Franz Vohwinkel'],— Best: none,"['Ancient', 'Mythology']",['Reiner Knizia'],['N/A'],"['Area Majority / Influence', 'Auction/Bidding', 'Hand Management', 'Set Collection']",Tower of Babel,3–5,45,"['Hans im Glück', '999 Games', 'Rio Grande Games']",6.6,2.34,2005
1645,4+,"['Doris Matthäus', 'Klaus Zoch']",— Best: 4,"['Animals', ""Children's Game"", 'Memory']",['Klaus Zoch'],"['Animals: Chickens', 'Animals: Dragons', 'Animals: Hedgehogs/Porcupines', 'The Chicken Family of Zoch']",['Memory'],Chicken Cha Cha Cha,2–4,15–20,"['999 Games', 'Aires, Fanha e Raposo, Lda', 'Devir', 'Egmont Polska', 'FoxMind Israel', 'Gigamic', 'Korea Boardgames co., Ltd.', 'Laser plus', 'Milton Bradley', 'Piatnik', 'Rio Grande Games', 'Stupor Mundi', 'Swan Panasia Co., Ltd.', 'Tactic', 'ZickZack Spieleverlag', 'Zoch Verlag']",6.6,1.10,1997
1646,12+,"['Antonio Catalán', 'Peter Dennis']",— Best: 4,"['Adventure', 'World War II']","['Bob Brechin', 'Brian Degas', 'Major P.R. Reid M.B.E., M.C.']","['Cities: Colditz (Saxony, Germany)', 'One versus Many']","['Card Drafting', 'Elapsed Real Time Ending', 'Roll / Spin and Move', 'Simulation']",Escape from Colditz,2–6,180,"['Clipper', 'Devir', 'Factor Games', 'Gibsons', 'Nike and Cooper Española, S.A.', 'Osprey Games', 'Parker Brothers', 'Smeets & Schippers']",6.6,2.24,1973
1647,12+,"['Matteo Macchi', 'Fabio Maiorana', 'J. P. Targete']",— Best: 4,"['Fantasy', 'Fighting', 'Novel-based', 'Wargame']","['Roberto Di Meglio', 'Marco Maggi', 'Francesco Nepitello']",['Components: Miniatures'],"['Dice Rolling', 'Variable Phase Order', 'Variable Player Powers']",Age of Conan: The Strategy Board Game,2–4,90,"['Nexus Editrice', 'Devir', 'Edge Entertainment', 'Fantasy Flight Games', 'Heidelberger Spieleverlag', 'Hobby World', 'Smart Ltd']",6.7,3.27,2009
1648,8+,['Victor Boden'],— Best: 4,"['Action / Dexterity', ""Children's Game"", 'Party Game']",['Bill Payne'],"['3D Games', 'Admin: Better Description Needed!']","['Dice Rolling', 'Pattern Building', 'Stacking and Balancing']",Villa Paletti,2–4,30,"['Zoch Verlag', 'Bizak', 'Gigamic', 'Giochi Uniti', 'Grow Jogos e Brinquedos', 'Jumbo', 'Piatnik', 'Playmix', 'University Games', 'Wiggles 3D']",6.5,1.16,2001
1649,10+,"['Harald Lieske', 'Felix Scheinberger']",— Best: 4,"['American West', 'Exploration']","['Tobias Goslar', 'Roland Goslar']","['Admin: Better Description Needed!', 'Mining']","['Modular Board', 'Point to Point Movement', 'Tile Placement']",Lost Valley,3–4,60,"['Heidelberger Spieleverlag', 'Kronberger Spiele']",6.8,2.62,2004
1650,12+,['Franz Vohwinkel'],— Best: 5,"['Political', 'Renaissance', 'Wargame']",['Francis Tresham'],"['Country: Spain', 'Country: The Netherlands', ""History: Eighty Years' War""]","['Area Majority / Influence', 'Simulation', 'Variable Player Powers']",Revolution: The Dutch Revolt 1568-1648,2–5,240–480,['Phalanx Games B.V.'],7.3,4.27,2004
1651,12+,"['Lar DeSouza', 'Jeffrey D. George', 'Frank Gerwin', 'John Grigni', 'C. Mara Lee', 'Carl Manz', 'Dave Martin', 'Shea Ryan', 'Dan Smith', 'Czeslaw Sornat', 'Cliff Van Meter']",— Best: 4,"['Card Game', 'Humor', 'Negotiation', 'Political', 'Science Fiction']",['Steve Jackson (I)'],['Illuminati'],"['Card Drafting', 'Dice Rolling', 'Network and Route Building', 'Tile Placement', 'Variable Player Powers']",Illuminati (Second Edition),2–8,60–180,"['Steve Jackson Games', 'Descartes Editeur', 'Devir', 'Edge Entertainment', 'Finnish Game House', 'Laurin Verlag', 'Pegasus Spiele', 'Queen Games', 'Raven Distribution', 'Ubik']",6.5,2.65,1987
1652,12+,"['Herb Kane', 'Rodger B. MacGowan', 'Leland Myrick', 'Mark Simonitch']",— Best: 3–4,"['Ancient', 'Civilization', 'Exploration', 'Nautical', 'Wargame']",['Kevin McPartland'],"['4X games', 'Tropical theme']","['Area Majority / Influence', 'Dice Rolling', 'Network and Route Building', 'Secret Unit Deployment', 'Simulation', 'Tile Placement']",Conquest of Paradise,1–4,90,['GMT Games'],6.9,2.47,2007
1653,8+,['Gary Gabrel'],— Best: 2,['Abstract Strategy'],"['Tom Braunlich', 'Gary Gabrel']","['Combinatorial', 'Go', 'n in a row', 'Tube Games']",['Pattern Building'],Pente,2,30,"['(Self-Published)', 'Clipper', 'Decipher', 'Estrela', 'Gabriel', 'Hasbro', 'MB Jeux', 'MB Spellen', 'Milton Bradley', 'Miro Company', 'Parker Brothers', 'Parker Spiele', 'Pente Games', 'Winning Moves France', 'Winning Moves Games (USA)']",6.6,2.10,1977
1654,14+,['N/A'],— Best: 4,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']",['James M. Hewitt'],"['Admin: Better Description Needed!', 'Dungeon Crawler', 'Warhammer Fantasy Board Games']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Storytelling', 'Variable Player Powers']",Warhammer Quest: Silver Tower,2–4,60–120,['Games Workshop Ltd.'],7.5,2.31,2016
1655,10+,['Swen Papenbrock'],— Best: 2,"['Card Game', 'Economic', 'Science Fiction']",['Heinrich Glumpler'],"['Characters: Perry Rhodan', 'Kosmos Literature Series', 'Kosmos two-player series']","['Bias', 'Hand Management', 'Pick-up and Deliver', 'Roll / Spin and Move']",Perry Rhodan: The Cosmic League,2,30,"['KOSMOS', 'Z-Man Games, Inc.', 'Zvezda']",6.8,1.96,2007
1656,12+,['Marcel-André Casasola Merkle'],— Best: 4,"['Card Game', 'Political']",['Marcel-André Casasola Merkle'],['N/A'],"['Card Drafting', 'Hand Management', 'Modular Board', 'Team-Based Game', 'Variable Player Powers']",Verräter,3–4,60,"['Adlung-Spiele', 'New Games Order, LLC']",6.7,2.57,1998
1657,13+,"['Michelle Nephew', 'J. Scott Reeves']",— Best: 4,"['Card Game', 'Horror', 'Humor']",['Keith Baker'],['Gloom'],"['Hand Management', 'Lose a Turn', 'Storytelling', 'Take That']",Gloom,2–4,60,"['Atlas Games', 'Black Monk', 'Edge Entertainment', 'uplay.it edizioni']",6.3,1.64,2005
1658,10+,"['Taira Akitsu', 'Volkan Baga']",— Best: 3,"['Dice', 'Medieval']",['Thomas Lehmann'],['N/A'],"['Card Drafting', 'Dice Rolling', 'Pattern Building']",To Court the King,2–5,45,"['AMIGO', 'cosaic', 'Rio Grande Games']",6.5,1.73,2006
1659,10+,"['Sami Laakso', 'Kwanchai Moriya', 'Katalin Nimmerfroh']",— Best: 2–3,"['Card Game', 'Modern Warfare', 'Political', 'Wargame']","['Katalin Nimmerfroh', 'Dávid Turczi', 'Mihály Vincze']","['Cities: Budapest (Hungary)', 'Cold War', 'Country: Hungary', 'Crowdfunding: Kickstarter', 'History: Hungarian Revolution of 1956', 'One versus Many', 'Solitaire Games']","['Action Points', 'Cooperative Game', 'Hand Management', 'Team-Based Game']",Days of Ire: Budapest 1956,1–4,60–90,"['Cloud Island', 'Korona Games', 'Ludonova', 'Mr. B Games']",7.4,2.72,2016
1660,10+,['Maisherly'],— Best: 3,"['Card Game', 'Territory Building']",['Wei-Min Ling'],"['Cities: Venice (Veneto, Italy)', 'Country: Italy', 'Tableau Building']","['Card Drafting', 'Set Collection', 'Tile Placement']",Walking in Burano,1–4,20–40,"['EmperorS4', 'Alderac Entertainment Group', 'Board Game Circus', 'Nasza Księgarnia']",7.3,2.17,2018
